STATUS,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,Labels,AGE
0,F,N,Y,0.0,126000.0,Working,Higher education,Married,House / apartment,-11374.0,-761.0,1,0.0,0.0,6.0,0,31.16164384
1,F,N,Y,0.0,126000.0,Working,Higher education,Married,House / apartment,-11374.0,-761.0,1,0.0,0.0,6.0,0,31.16164384
C,F,N,Y,0.0,130500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14697.0,-1767.0,1,0.0,0.0,14.0,0,40.26575342
0,F,N,Y,0.0,130500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14697.0,-1767.0,1,0.0,0.0,14.0,0,40.26575342
1,F,N,Y,0.0,130500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14697.0,-1767.0,1,0.0,0.0,14.0,0,40.26575342
C,F,N,Y,0.0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22867.0,3860.5,1,0.0,0.0,1.0,1,62.64931507
0,F,N,Y,0.0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22867.0,3860.5,1,0.0,0.0,1.0,1,62.64931507
X,F,N,Y,0.0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22867.0,3860.5,1,0.0,0.0,1.0,1,62.64931507
0,M,Y,Y,2.0,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,-15934.0,-3684.0,1,0.0,0.0,10.0,0,43.65479452
X,M,Y,Y,2.0,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,-15934.0,-3684.0,1,0.0,0.0,10.0,0,43.65479452
C,F,N,Y,1.0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11722.0,-3653.0,1,0.0,0.0,11.0,0,32.11506849
0,F,N,Y,1.0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11722.0,-3653.0,1,0.0,0.0,11.0,0,32.11506849
X,M,Y,Y,0.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18259.0,-703.0,1,0.0,0.0,4.0,0,50.02465753
0,M,Y,Y,0.0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18259.0,-703.0,1,0.0,0.0,4.0,0,50.02465753
C,M,N,N,0.0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14902.0,-3837.0,1,0.0,0.0,8.0,0,40.82739726
0,M,N,N,0.0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14902.0,-3837.0,1,0.0,0.0,8.0,0,40.82739726
C,F,N,Y,0.0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20174.0,3860.5,1,0.0,0.0,1.0,1,55.27123288
0,F,N,Y,0.0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20174.0,3860.5,1,0.0,0.0,1.0,1,55.27123288
X,F,N,Y,0.0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20174.0,3860.5,1,0.0,0.0,1.0,1,55.27123288
X,F,N,Y,0.0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-22650.0,-7583.5,1,0.0,0.0,8.0,0,62.05479452
0,F,N,Y,0.0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-22650.0,-7583.5,1,0.0,0.0,8.0,0,62.05479452
C,F,Y,Y,0.0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17103.0,-1493.0,1,0.0,0.0,2.0,2,46.85753425
0,F,Y,Y,0.0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17103.0,-1493.0,1,0.0,0.0,2.0,2,46.85753425
C,M,Y,N,1.0,380250.0,Working,Higher education,Married,House / apartment,-12991.0,-731.0,1,0.0,0.0,10.0,2,35.59178082
0,M,Y,N,1.0,380250.0,Working,Higher education,Married,House / apartment,-12991.0,-731.0,1,0.0,0.0,10.0,2,35.59178082
X,M,Y,Y,1.0,202500.0,Working,Incomplete higher,Married,Rented apartment,-9866.0,-489.0,1,0.0,0.0,8.0,0,27.03013699
0,M,Y,Y,1.0,202500.0,Working,Incomplete higher,Married,Rented apartment,-9866.0,-489.0,1,0.0,0.0,8.0,0,27.03013699
X,F,N,Y,0.0,112500.0,State servant,Higher education,Married,House / apartment,-13513.0,-6394.0,1,0.0,0.0,3.0,0,37.02191781
C,F,N,Y,0.0,112500.0,State servant,Higher education,Married,House / apartment,-13513.0,-6394.0,1,0.0,0.0,3.0,0,37.02191781
0,F,N,Y,0.0,112500.0,State servant,Higher education,Married,House / apartment,-13513.0,-6394.0,1,0.0,0.0,3.0,0,37.02191781
0,F,N,Y,0.0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22078.0,3860.5,1,0.0,0.0,1.0,1,60.48767123
0,F,Y,Y,0.0,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,-17211.0,-3076.0,1,0.0,0.0,6.0,0,47.15342466
1,F,N,Y,1.0,180000.0,Working,Higher education,Separated,House / apartment,-15113.0,-1585.0,1,0.0,0.0,5.0,0,41.40547945
5,M,N,Y,0.0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-11111.0,-3350.0,1,0.0,0.0,6.0,2,30.44109589
4,M,N,Y,0.0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-11111.0,-3350.0,1,0.0,0.0,6.0,2,30.44109589
3,M,N,Y,0.0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-11111.0,-3350.0,1,0.0,0.0,6.0,2,30.44109589
2,M,N,Y,0.0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-11111.0,-3350.0,1,0.0,0.0,6.0,2,30.44109589
1,M,N,Y,0.0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-11111.0,-3350.0,1,0.0,0.0,6.0,2,30.44109589
0,M,N,Y,0.0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-11111.0,-3350.0,1,0.0,0.0,6.0,2,30.44109589
X,F,N,Y,0.0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23507.0,3860.5,1,0.0,0.0,1.0,1,64.40273973
0,F,N,Y,0.0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23507.0,3860.5,1,0.0,0.0,1.0,1,64.40273973
0,F,N,Y,0.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-17962.0,-7583.5,1,0.0,0.0,8.0,0,49.2109589
X,F,N,Y,0.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-17962.0,-7583.5,1,0.0,0.0,8.0,0,49.2109589
C,M,N,Y,2.0,225000.0,Commercial associate,Higher education,Married,House / apartment,-12705.0,-884.0,1,0.0,0.0,14.0,0,34.80821918
0,M,N,Y,2.0,225000.0,Commercial associate,Higher education,Married,House / apartment,-12705.0,-884.0,1,0.0,0.0,14.0,0,34.80821918
X,M,N,Y,2.0,225000.0,Commercial associate,Higher education,Married,House / apartment,-12705.0,-884.0,1,0.0,0.0,14.0,0,34.80821918
1,M,N,Y,2.0,225000.0,Commercial associate,Higher education,Married,House / apartment,-12705.0,-884.0,1,0.0,0.0,14.0,0,34.80821918
C,M,Y,Y,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12366.0,-3653.0,1,0.0,0.0,4.0,0,33.87945205
0,M,Y,Y,0.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12366.0,-3653.0,1,0.0,0.0,4.0,0,33.87945205
X,F,N,Y,0.0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13582.0,-3472.0,1,0.0,0.0,14.0,0,37.2109589
0,F,N,Y,0.0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13582.0,-3472.0,1,0.0,0.0,14.0,0,37.2109589
X,F,N,Y,1.0,270000.0,Working,Higher education,Single / not married,House / apartment,-13728.0,-1250.0,1,0.0,0.0,8.0,0,37.6109589
0,F,N,Y,1.0,270000.0,Working,Higher education,Single / not married,House / apartment,-13728.0,-1250.0,1,0.0,0.0,8.0,0,37.6109589
C,F,N,Y,0.0,380250.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18147.0,-642.0,1,0.0,0.0,14.0,2,49.71780822
0,F,N,Y,0.0,380250.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18147.0,-642.0,1,0.0,0.0,14.0,2,49.71780822
X,F,N,Y,0.0,380250.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18147.0,-642.0,1,0.0,0.0,14.0,2,49.71780822
C,F,N,Y,1.0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-15010.0,-884.0,1,0.0,0.0,10.0,0,41.12328767
0,F,N,Y,1.0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-15010.0,-884.0,1,0.0,0.0,10.0,0,41.12328767
X,F,N,Y,0.0,103500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18307.0,-1493.0,1,0.0,0.0,8.0,0,50.15616438
C,F,N,Y,0.0,121500.0,Pensioner,Higher education,Married,House / apartment,-24575.0,3860.5,1,0.0,0.0,1.0,1,67.32876712
0,F,N,Y,0.0,121500.0,Pensioner,Higher education,Married,House / apartment,-24575.0,3860.5,1,0.0,0.0,1.0,1,67.32876712
X,F,N,Y,0.0,121500.0,Pensioner,Higher education,Married,House / apartment,-24575.0,3860.5,1,0.0,0.0,1.0,1,67.32876712
C,F,N,N,0.0,90000.0,Working,Secondary / secondary special,Married,With parents,-16174.0,-277.0,1,0.0,0.0,14.0,0,44.31232877
X,F,N,N,0.0,90000.0,Working,Secondary / secondary special,Married,With parents,-16174.0,-277.0,1,0.0,0.0,14.0,0,44.31232877
0,F,N,N,0.0,90000.0,Working,Secondary / secondary special,Married,With parents,-16174.0,-277.0,1,0.0,0.0,14.0,0,44.31232877
2,F,N,Y,1.0,202500.0,Working,Higher education,Single / not married,House / apartment,-10106.0,-93.0,1,0.0,0.0,0.0,0,27.68767123
3,F,N,Y,1.0,202500.0,Working,Higher education,Single / not married,House / apartment,-10106.0,-93.0,1,0.0,0.0,0.0,0,27.68767123
X,F,N,Y,1.0,202500.0,Working,Higher education,Single / not married,House / apartment,-10106.0,-93.0,1,0.0,0.0,0.0,0,27.68767123
X,F,N,Y,0.0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-18051.0,-1799.0,1,0.0,0.0,16.0,0,49.45479452
0,F,N,Y,0.0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-18051.0,-1799.0,1,0.0,0.0,16.0,0,49.45479452
C,M,Y,Y,0.0,270000.0,Working,Higher education,Single / not married,House / apartment,-9918.0,-428.0,1,0.0,0.0,10.0,0,27.17260274
0,M,Y,Y,0.0,270000.0,Working,Higher education,Single / not married,House / apartment,-9918.0,-428.0,1,0.0,0.0,10.0,0,27.17260274
C,F,Y,Y,1.0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-16596.0,-7583.5,1,0.0,0.0,8.0,0,45.46849315
0,F,Y,Y,1.0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-16596.0,-7583.5,1,0.0,0.0,8.0,0,45.46849315
X,F,Y,Y,0.0,157500.0,Pensioner,Higher education,Married,House / apartment,-22385.0,3860.5,1,0.0,0.0,1.0,1,61.32876712
0,M,Y,N,1.0,380250.0,Working,Secondary / secondary special,Married,House / apartment,-16912.0,-2072.0,1,0.0,0.0,8.0,2,46.33424658
X,M,Y,N,1.0,380250.0,Working,Secondary / secondary special,Married,House / apartment,-16912.0,-2072.0,1,0.0,0.0,8.0,2,46.33424658
X,M,Y,Y,0.0,270000.0,Working,Incomplete higher,Married,Municipal apartment,-11695.0,-2437.0,1,0.0,0.0,8.0,0,32.04109589
1,M,Y,Y,0.0,270000.0,Working,Incomplete higher,Married,Municipal apartment,-11695.0,-2437.0,1,0.0,0.0,8.0,0,32.04109589
0,M,Y,Y,0.0,270000.0,Working,Incomplete higher,Married,Municipal apartment,-11695.0,-2437.0,1,0.0,0.0,8.0,0,32.04109589
X,M,Y,Y,1.0,171000.0,Working,Secondary / secondary special,Married,House / apartment,-10027.0,-946.0,1,0.0,0.0,10.0,0,27.47123288
0,M,Y,Y,1.0,171000.0,Working,Secondary / secondary special,Married,House / apartment,-10027.0,-946.0,1,0.0,0.0,10.0,0,27.47123288
1,M,Y,Y,1.0,171000.0,Working,Secondary / secondary special,Married,House / apartment,-10027.0,-946.0,1,0.0,0.0,10.0,0,27.47123288
C,F,N,Y,0.0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16625.0,-2011.0,1,0.0,0.0,3.0,0,45.54794521
X,F,N,Y,0.0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16625.0,-2011.0,1,0.0,0.0,3.0,0,45.54794521
C,F,N,Y,0.0,135000.0,Working,Incomplete higher,Single / not married,Municipal apartment,-8963.0,-366.0,1,0.0,0.0,11.0,0,24.55616438
0,F,N,Y,0.0,135000.0,Working,Incomplete higher,Single / not married,Municipal apartment,-8963.0,-366.0,1,0.0,0.0,11.0,0,24.55616438
C,F,Y,Y,0.0,112500.0,Commercial associate,Higher education,Single / not married,House / apartment,-8488.0,-611.0,1,0.0,0.0,0.0,0,23.25479452
0,F,Y,Y,0.0,112500.0,Commercial associate,Higher education,Single / not married,House / apartment,-8488.0,-611.0,1,0.0,0.0,0.0,0,23.25479452
C,F,N,Y,0.0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-17750.0,-7583.5,1,0.0,0.0,8.0,0,48.63013699
0,F,N,Y,0.0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-17750.0,-7583.5,1,0.0,0.0,8.0,0,48.63013699
C,F,Y,N,0.0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21637.0,3860.5,1,0.0,0.0,1.0,1,59.27945205
0,F,Y,N,0.0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21637.0,3860.5,1,0.0,0.0,1.0,1,59.27945205
X,F,Y,N,0.0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21637.0,3860.5,1,0.0,0.0,1.0,1,59.27945205
0,F,N,Y,0.0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22440.0,3860.5,1,0.0,0.0,1.0,1,61.47945205
X,M,Y,N,2.0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-9076.0,-1281.0,1,0.0,0.0,8.0,0,24.86575342
C,M,Y,Y,0.0,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-14284.0,-2192.0,1,0.0,0.0,4.0,0,39.13424658
0,M,Y,Y,0.0,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-14284.0,-2192.0,1,0.0,0.0,4.0,0,39.13424658
1,F,N,N,1.0,112500.0,Working,Secondary / secondary special,Civil marriage,With parents,-12822.0,-2773.0,1,0.0,0.0,8.0,0,35.12876712
0,F,N,N,1.0,112500.0,Working,Secondary / secondary special,Civil marriage,With parents,-12822.0,-2773.0,1,0.0,0.0,8.0,0,35.12876712
0,F,Y,Y,0.0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19713.0,3860.5,1,0.0,0.0,1.0,1,54.00821918
C,F,Y,Y,0.0,180000.0,Commercial associate,Higher education,Widow,House / apartment,-19489.0,-5329.0,1,0.0,0.0,10.0,0,53.39452055
0,F,Y,Y,0.0,180000.0,Commercial associate,Higher education,Widow,House / apartment,-19489.0,-5329.0,1,0.0,0.0,10.0,0,53.39452055
X,F,Y,Y,0.0,180000.0,Commercial associate,Higher education,Widow,House / apartment,-19489.0,-5329.0,1,0.0,0.0,10.0,0,53.39452055
C,M,Y,Y,0.0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-21109.0,-7583.5,1,0.0,0.0,8.0,0,57.83287671
0,M,Y,Y,0.0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-21109.0,-7583.5,1,0.0,0.0,8.0,0,57.83287671
X,M,Y,Y,0.0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-21109.0,-7583.5,1,0.0,0.0,8.0,0,57.83287671
C,M,N,Y,0.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12736.0,-4690.0,1,0.0,0.0,3.0,0,34.89315068
0,M,N,Y,0.0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12736.0,-4690.0,1,0.0,0.0,3.0,0,34.89315068
0,F,N,Y,0.0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16557.0,-2834.0,1,0.0,0.0,14.0,0,45.36164384
0,M,Y,N,0.0,380250.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-15960.0,-1646.0,1,0.0,0.0,10.0,2,43.7260274
1,M,Y,N,0.0,380250.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-15960.0,-1646.0,1,0.0,0.0,10.0,2,43.7260274
C,F,N,N,0.0,247500.0,Working,Secondary / secondary special,Married,Municipal apartment,-19923.0,-3229.0,1,0.0,0.0,14.0,0,54.58356164
0,F,N,N,0.0,247500.0,Working,Secondary / secondary special,Married,Municipal apartment,-19923.0,-3229.0,1,0.0,0.0,14.0,0,54.58356164
X,F,N,N,0.0,247500.0,Working,Secondary / secondary special,Married,Municipal apartment,-19923.0,-3229.0,1,0.0,0.0,14.0,0,54.58356164
X,M,Y,Y,1.0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9901.0,-124.0,1,0.0,0.0,4.0,0,27.1260274
0,M,Y,Y,1.0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9901.0,-124.0,1,0.0,0.0,4.0,0,27.1260274
C,F,N,Y,2.0,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10887.0,-2558.0,1,0.0,0.0,14.0,0,29.82739726
0,F,N,Y,2.0,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10887.0,-2558.0,1,0.0,0.0,14.0,0,29.82739726
X,F,N,Y,2.0,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10887.0,-2558.0,1,0.0,0.0,14.0,0,29.82739726
C,M,Y,Y,0.0,166500.0,Working,Higher education,Single / not married,House / apartment,-12159.0,-1827.0,1,0.0,0.0,7.0,0,33.31232877
X,M,Y,N,2.5,225000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-13683.0,-7094.0,1,0.0,0.0,8.0,0,37.48767123
0,M,Y,N,2.5,225000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-13683.0,-7094.0,1,0.0,0.0,8.0,0,37.48767123
C,M,Y,Y,0.0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-8527.0,-581.0,1,0.0,0.0,4.0,0,23.36164384
0,M,Y,Y,0.0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-8527.0,-581.0,1,0.0,0.0,4.0,0,23.36164384
X,M,Y,Y,0.0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-8527.0,-581.0,1,0.0,0.0,4.0,0,23.36164384
X,F,N,Y,0.0,225000.0,Working,Higher education,Widow,House / apartment,-21861.0,-7583.5,1,0.0,0.0,2.0,0,59.89315068
1,M,Y,Y,0.0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23289.0,3860.5,1,0.0,0.0,1.0,1,63.80547945
0,F,N,Y,1.0,184500.0,Working,Secondary / secondary special,Married,House / apartment,-11631.0,-5055.0,1,0.0,0.0,8.0,0,31.86575342
X,F,N,Y,1.0,184500.0,Working,Secondary / secondary special,Married,House / apartment,-11631.0,-5055.0,1,0.0,0.0,8.0,0,31.86575342
0,F,N,N,0.0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18770.0,-124.0,1,0.0,0.0,8.0,0,51.42465753
1,F,N,N,0.0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18770.0,-124.0,1,0.0,0.0,8.0,0,51.42465753
X,F,N,N,0.0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18770.0,-124.0,1,0.0,0.0,8.0,0,51.42465753
0,M,Y,N,1.0,283500.0,Commercial associate,Higher education,Married,Municipal apartment,-14257.0,-6060.0,1,0.0,0.0,6.0,2,39.06027397
X,M,Y,N,1.0,283500.0,Commercial associate,Higher education,Married,Municipal apartment,-14257.0,-6060.0,1,0.0,0.0,6.0,2,39.06027397
C,F,N,Y,0.0,72000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20606.0,3860.5,1,0.0,0.0,1.0,1,56.45479452
0,F,N,Y,0.0,72000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20606.0,3860.5,1,0.0,0.0,1.0,1,56.45479452
C,F,Y,N,1.0,202500.0,Working,Higher education,Married,House / apartment,-10636.0,-915.0,1,0.0,0.0,14.0,0,29.13972603
1,F,Y,N,1.0,202500.0,Working,Higher education,Married,House / apartment,-10636.0,-915.0,1,0.0,0.0,14.0,0,29.13972603
0,F,Y,N,1.0,202500.0,Working,Higher education,Married,House / apartment,-10636.0,-915.0,1,0.0,0.0,14.0,0,29.13972603
C,M,Y,Y,0.0,180000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22983.0,3860.5,1,0.0,0.0,1.0,1,62.96712329
0,M,Y,Y,0.0,180000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22983.0,3860.5,1,0.0,0.0,1.0,1,62.96712329
X,M,Y,Y,1.0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10355.0,-642.0,1,0.0,0.0,4.0,0,28.36986301
0,M,Y,Y,1.0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10355.0,-642.0,1,0.0,0.0,4.0,0,28.36986301
C,F,N,Y,0.0,99000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15468.0,-428.0,1,0.0,0.0,8.0,0,42.37808219
0,F,N,Y,0.0,99000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15468.0,-428.0,1,0.0,0.0,8.0,0,42.37808219
X,F,N,N,0.0,36000.0,Working,Secondary / secondary special,Separated,Municipal apartment,-14846.0,-154.0,1,0.0,0.0,1.0,0,40.6739726
X,F,N,Y,0.0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18130.0,-154.0,1,0.0,0.0,3.0,0,49.67123288
0,F,N,Y,0.0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-17587.0,-3411.0,1,0.0,0.0,1.0,0,48.18356164
X,F,N,Y,0.0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-17587.0,-3411.0,1,0.0,0.0,1.0,0,48.18356164
C,F,N,Y,0.0,112500.0,Working,Higher education,Single / not married,House / apartment,-18175.0,-1281.0,1,0.0,0.0,14.0,0,49.79452055
1,F,N,Y,0.0,112500.0,Working,Higher education,Single / not married,House / apartment,-18175.0,-1281.0,1,0.0,0.0,14.0,0,49.79452055
0,F,N,Y,0.0,112500.0,Working,Higher education,Single / not married,House / apartment,-18175.0,-1281.0,1,0.0,0.0,14.0,0,49.79452055
C,F,N,Y,2.5,179100.0,State servant,Secondary / secondary special,Married,House / apartment,-13242.0,-1827.0,1,0.0,0.0,2.0,0,36.27945205
0,F,N,Y,2.5,179100.0,State servant,Secondary / secondary special,Married,House / apartment,-13242.0,-1827.0,1,0.0,0.0,2.0,0,36.27945205
C,M,Y,N,0.0,270000.0,Working,Higher education,Married,House / apartment,-11812.0,-642.0,1,0.0,0.0,6.0,0,32.36164384
0,M,Y,N,0.0,270000.0,Working,Higher education,Married,House / apartment,-11812.0,-642.0,1,0.0,0.0,6.0,0,32.36164384
1,M,Y,N,1.0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11726.0,-3594.0,1,0.0,0.0,4.0,0,32.1260274
X,M,N,Y,1.0,360000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-15689.0,-7583.5,1,0.0,0.0,3.0,2,42.98356164
0,M,N,Y,1.0,360000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-15689.0,-7583.5,1,0.0,0.0,3.0,2,42.98356164
X,M,N,Y,0.0,135000.0,Pensioner,Higher education,Married,House / apartment,-23321.0,3860.5,1,0.0,0.0,1.0,1,63.89315068
C,M,Y,Y,0.0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20947.0,3860.5,1,0.0,0.0,1.0,1,57.3890411
0,M,Y,Y,0.0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20947.0,3860.5,1,0.0,0.0,1.0,1,57.3890411
C,F,Y,Y,2.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11688.0,-2803.0,1,0.0,0.0,3.0,0,32.02191781
0,F,Y,Y,2.0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11688.0,-2803.0,1,0.0,0.0,3.0,0,32.02191781
C,F,N,Y,0.0,135000.0,Working,Higher education,Single / not married,House / apartment,-16988.0,-1434.0,1,0.0,0.0,16.0,0,46.54246575
C,F,N,N,2.0,180000.0,State servant,Higher education,Married,House / apartment,-11075.0,-2808.0,1,0.0,0.0,3.0,0,30.34246575
0,F,N,N,2.0,180000.0,State servant,Higher education,Married,House / apartment,-11075.0,-2808.0,1,0.0,0.0,3.0,0,30.34246575
C,F,Y,N,1.0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14599.0,-2108.0,1,0.0,0.0,11.0,0,39.99726027
0,F,Y,N,1.0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14599.0,-2108.0,1,0.0,0.0,11.0,0,39.99726027
X,M,Y,Y,2.0,148500.0,Working,Secondary / secondary special,Married,House / apartment,-11681.0,-588.0,1,0.0,0.0,14.0,0,32.00273973
0,M,Y,Y,2.0,148500.0,Working,Secondary / secondary special,Married,House / apartment,-11681.0,-588.0,1,0.0,0.0,14.0,0,32.00273973
C,F,N,Y,2.0,180000.0,Working,Higher education,Married,House / apartment,-13921.0,-6949.0,1,0.0,0.0,6.0,0,38.13972603
0,F,N,Y,2.0,180000.0,Working,Higher education,Married,House / apartment,-13921.0,-6949.0,1,0.0,0.0,6.0,0,38.13972603
X,F,N,N,0.0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13800.0,-922.0,1,0.0,0.0,14.0,0,37.80821918
0,F,N,N,0.0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13800.0,-922.0,1,0.0,0.0,14.0,0,37.80821918
1,F,N,N,0.0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13800.0,-922.0,1,0.0,0.0,14.0,0,37.80821918
X,F,Y,N,0.0,216000.0,Working,Higher education,Married,Municipal apartment,-11974.0,-282.0,1,0.0,0.0,14.0,0,32.80547945
0,F,Y,N,0.0,216000.0,Working,Higher education,Married,Municipal apartment,-11974.0,-282.0,1,0.0,0.0,14.0,0,32.80547945
0,F,N,N,0.0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15686.0,-223.0,1,0.0,0.0,3.0,0,42.97534247
C,F,N,N,0.0,90000.0,Pensioner,Higher education,Widow,House / apartment,-24737.0,3860.5,1,0.0,0.0,1.0,1,67.77260274
0,F,N,N,0.0,90000.0,Pensioner,Higher education,Widow,House / apartment,-24737.0,3860.5,1,0.0,0.0,1.0,1,67.77260274
X,F,N,Y,0.0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23978.0,3860.5,1,0.0,0.0,1.0,1,65.69315068
0,F,N,Y,0.0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23978.0,3860.5,1,0.0,0.0,1.0,1,65.69315068
